Speaker_ID,Start_Time,End_Time,Duration_Seconds,Word_Count,Confidence,Reason,Content
1058,2025-08-18T15:38:08.956,2025-08-18T15:38:15.772,1.5,33,high,long pause (4.2s),"So, um, there is a huge need to to do this. It's a critical need. The workforce solutions we've been trying to figure out how we can tie it into this, marry it"
1059,2025-08-18T15:38:19.222,2025-08-18T15:38:21.239,0.5,13,high,long pause (3.5s),"to this program, um, I do have one soil and water district just"
1060,2025-08-18T15:38:23.422,2025-08-18T15:38:25.239,0.5,12,high,long pause (2.2s),"lately, Cuba, that um did get a get a contract with Workforce"
1061,2025-08-18T15:38:27.456,2025-08-18T15:38:27.706,0.25,7,high,long pause (2.2s),Solutions and um but there is a
1062,2025-08-18T15:38:30.656,2025-08-18T15:38:32.872,0.5,13,high,long pause (3.0s),"huge need, um, one of the other areas that we need to do"
1063,2025-08-18T15:38:33.222,2025-08-18T15:38:34.839,0.75,14,medium,formal introduction,"training and I'm not sure who's gonna teach her how to figure out, but"
1064,2025-08-18T15:38:36.922,2025-08-18T15:39:04.939,5.0,110,high,long pause (2.1s),"um, the Asaka rehabilitation stuff because we're doing a lot of that for the Caff Canyon Hermit's Peak Fire, and the only people trained to do that are all like 70 year olds that retired from NRCS, so they were trained by the federal government and now the feds don't have anybody else to do it. So while they're still around, we need to figure out how, how to train these folks. Um, we are, we have invited uh, Workforce Solutions to come to our annual meeting to do training so that more of the soil and water districts can, uh, do this and the soil and water district's work"
1065,2025-08-18T15:39:06.989,2025-08-18T15:39:08.939,0.5,10,high,long pause (2.0s),"very closely and directly with private landowners, so I think"
1066,2025-08-18T15:39:10.955,2025-08-18T15:39:14.939,0.75,18,high,long pause (2.0s),"that's gonna help to also, uh, figure out how more people in Ag can take advantage of the"
1067,2025-08-18T15:39:16.955,2025-08-18T15:39:18.439,0.5,9,high,long pause (2.0s),"workforce solutions. Um, we really appreciate last year, um,"
1068,2025-08-18T15:39:22.589,2025-08-18T15:39:25.772,0.75,19,high,long pause (4.2s),"9 million was, um, appropriated for the soil and water districts over 3 years in House Bill 2 to"
1069,2025-08-18T15:39:28.922,2025-08-18T15:39:29.172,0.25,6,high,long pause (3.1s),help build capacity and um help
1070,2025-08-18T15:39:31.489,2025-08-18T15:39:39.005,1.25,31,high,long pause (2.3s),"us hire technical folks and you know there's really a huge need. The problem is we, we gotta hire him, but now, um, we gotta find training for all these folks."
1071,2025-08-18T15:39:41.322,2025-08-18T15:39:47.205,1.25,26,high,long pause (2.3s),"And even our elected boards, our 47 elected boards, um, have a lot of training needs, um, to comply with all the state and federal laws."
1072,2025-08-18T15:39:50.955,2025-08-18T15:39:54.372,0.75,17,high,long pause (3.8s),"Um, NRCS New Mexico that handles the farm bill programs here in New Mexico lost 52 employees."
1073,2025-08-18T15:39:57.222,2025-08-18T15:40:01.072,1.0,20,high,long pause (2.9s),so they are down to 120 something employees. I think there's 37 left in the southern part of the state.
1074,2025-08-18T15:40:04.689,2025-08-18T15:40:07.772,0.75,16,high,long pause (3.6s),"Um, so there is a, a huge demand for technical, some kind of technical providers, um"
1075,2025-08-18T15:40:10.955,2025-08-18T15:40:14.605,1.0,22,high,long pause (3.2s),"we've got a program that some of you may remember, some of you may not. It was actually started 20 years ago."
1076,2025-08-18T15:40:16.922,2025-08-18T15:40:30.139,2.5,60,high,long pause (2.3s),"Um, it's called the Technical Service Provider Program, and this was exactly we were in the same kind of thing where the feds put a lot of money into the farm bill, more than usual, and then they cut back on the federal staff, but they had this one thing and they said, OK. if you can find a match"
1077,2025-08-18T15:40:33.155,2025-08-18T15:40:39.239,1.0,21,high,long pause (3.0s),"we, the federal agency will match it. So for 20 years, there's been a program that the legislature has funded at"
1078,2025-08-18T15:40:42.689,2025-08-18T15:40:42.939,0.25,6,high,long pause (3.5s),"$600,000 a year matched by USDA"
1079,2025-08-18T15:40:45.089,2025-08-18T15:40:49.905,1.25,24,high,long pause (2.1s),"funding and that money has been gone through, it goes to New Mexico State University, Department of Ag. They let out a, uh, bid."
1080,2025-08-18T15:40:54.822,2025-08-18T15:40:55.905,0.5,8,high,long pause (4.9s),for RFP. It's a four-year contract and so
1081,2025-08-18T15:40:58.955,2025-08-18T15:41:01.105,0.5,10,high,long pause (3.0s),"our state association helps, uh, recruit and find these people"
1082,2025-08-18T15:41:03.189,2025-08-18T15:41:09.172,1.25,25,high,long pause (2.1s),"and we don't, if we're hiring in Catering County, we don't advertise in Albuquerque. We advertise in Catron County. We really try to hire locally,"
1083,2025-08-18T15:41:11.255,2025-08-18T15:41:11.505,0.25,6,high,long pause (2.1s),"create jobs in rural areas, and"
1084,2025-08-18T15:41:13.522,2025-08-18T15:41:17.272,0.75,14,high,long pause (2.0s),since this um loss of the fifty-something employees um with this program we've been
1085,2025-08-18T15:41:19.589,2025-08-18T15:41:23.605,0.75,18,high,long pause (2.3s),"able to find 30 more, 30 new people to go into the USDA offices and we're still hiring."
1086,2025-08-18T15:41:25.755,2025-08-18T15:41:28.305,0.75,16,high,long pause (2.1s),"So if anybody knows of anybody, but those folks that work in the USDA offices are"
1087,2025-08-18T15:41:31.022,2025-08-18T15:41:37.139,1.0,22,high,long pause (2.7s),"actually trained by the NRCS. They, they train them. They, um, in a lot of cases those people become federal employees, and"
1088,2025-08-18T15:41:39.455,2025-08-18T15:41:45.572,1.0,26,high,long pause (2.3s),"so, um, we'd love to see that funding increased because it has been the same for 20 years, um, but it's been a, a great, uh,"
1089,2025-08-18T15:41:47.589,2025-08-18T15:41:48.605,0.5,6,high,long pause (2.0s),recruiting and training program and um
1090,2025-08-18T15:41:51.055,2025-08-18T15:41:53.505,0.75,17,high,long pause (2.5s),I just because you guys were talking about federal dollars earlier. I want to let you know
1091,2025-08-18T15:41:57.155,2025-08-18T15:41:58.672,0.5,12,high,long pause (3.6s),"that so in December, we signed a $15 million contract with USDA."
1092,2025-08-18T15:42:00.989,2025-08-18T15:42:09.439,1.25,25,high,long pause (2.3s),"and it was this water conservation program to work with Assekias with about a million dollars of the 15 going into Colorado, 1.2 million, um,"
1093,2025-08-18T15:42:11.755,2025-08-18T15:42:12.005,0.25,6,high,long pause (2.3s),that money is still sitting in
1094,2025-08-18T15:42:15.455,2025-08-18T15:42:16.272,0.5,11,high,long pause (3.5s),"DC um, along with our signed contract, but it's not dead."
1095,2025-08-18T15:42:18.689,2025-08-18T15:42:36.905,3.25,67,high,long pause (2.4s),"We are, we, they keep telling us they're reviewing it and um as well as this $15 million for the Aseass, there's another 30 million that's supposed to be going to Elephant Butte Irrigation District from the same Paramari and some of the commodity credit Corporation was the funding and so there was projects approved all over the West, mostly with irrigation districts. We're the only one"
1096,2025-08-18T15:42:38.955,2025-08-18T15:42:49.272,2.0,49,high,long pause (2.0s),"that did the Asaka piece, um, but, um, they have assured us in DC that they're still reviewing it, so I don't know if we're getting it or not. We've got a 5-year contract, so I love to get started on that, but thank you very much for your"
1097,2025-08-18T15:42:51.522,2025-08-18T15:42:52.505,0.5,10,high,long pause (2.2s),time and we'd love to answer any questions. Thank you.
1098,2025-08-18T15:42:55.289,2025-08-18T15:42:58.505,0.75,14,high,long pause (2.8s); thank you transition,"Thank you very much and now Monica Torres, the Chancellor for Donana Community College."
1099,2025-08-18T15:43:03.755,2025-08-18T15:43:06.905,0.75,15,high,long pause (5.2s),"Good afternoon, Madam Chair. Members of the committee, thank you for the opportunity to speak"
1100,2025-08-18T15:43:08.922,2025-08-18T15:43:16.105,1.5,33,high,long pause (2.0s),"with you today. Uh, while I'm the administrative lead of DACC. This effort is really led by the academic folks on campus. 3 are with me today. Doctor Rigo Rinconis, Vice President for"
1101,2025-08-18T15:43:18.722,2025-08-18T15:43:18.972,0.25,4,high,long pause (2.6s),"Academic Affairs, Doctor Laura"
1102,2025-08-18T15:43:19.555,2025-08-18T15:43:23.305,0.75,15,medium,formal introduction,"de la Cruz, the interim division dean for Advanced Technologies, and Mr. Travis Hawkins, the"
1103,2025-08-18T15:43:24.689,2025-08-18T15:43:29.605,1.25,21,medium,formal introduction,"interim department chair for commercial technologies where, where this program that I'm talking about today, Water Technology resides. I want to"
1104,2025-08-18T15:43:31.822,2025-08-18T15:44:05.172,6.5,129,high,long pause (2.2s),"talk a little bit to speak previously briefly about the water technology program and um one of the things that's really important to to know is what actually are the responsibilities of people who leave this program and go into the workforce. There are a number of places in the workforce where students from this program can actually go. Uh, many of them go to water utility operation and that's, that's what I'll primarily talk about, but we do see some students go into high purity water, uh, and we see, of course, as we start to deal more with brackish water and produced water, we'll see more need for water, water operators in in that area, but I wanna talk about water utility utility operators, uh, you know,"
1105,2025-08-18T15:44:07.355,2025-08-18T15:44:08.172,0.5,7,high,long pause (2.2s),these are positions that are quite technical
1106,2025-08-18T15:44:11.289,2025-08-18T15:44:14.972,0.75,14,high,long pause (3.1s),but in reality they impact our daily ordinary lives by processing and treating our
1107,2025-08-18T15:44:17.022,2025-08-18T15:44:25.238,2.0,44,high,long pause (2.0s),"water and and wastewater on page two, what you'll, what you'll actually see is, uh, and I'll just point out a couple of the things that they do that are absolutely critical for the lives we lead every day. They manage the machines and"
1108,2025-08-18T15:44:27.255,2025-08-18T15:44:43.472,2.75,48,high,long pause (2.0s),"processes to transfer and treat and process our water and wastewater. They do chemical dosing, adding substances like ammonia and chlorine to disinfect our water, um, uh, and, and other liquids. Uh, they do equipment operation and cleaning where they maintain cleanliness of the purification and uh water"
1109,2025-08-18T15:44:45.522,2025-08-18T15:45:03.205,3.0,54,high,long pause (2.0s),"processing equipment. They, uh, uh, they comply to engage in regulatory compliance and safety by following EPA standards and ensuring the safety protocols and really importantly, for some reason, there are malfunctions or outages, they actually know how to manually operate the equipment to ensure that that we're prepared for any sort of emergencies."
1110,2025-08-18T15:45:03.888,2025-08-18T15:45:04.138,0.25,2,medium,thank you transition,Thank you
1111,2025-08-18T15:45:08.988,2025-08-18T15:45:13.705,1.0,25,high,long pause (4.8s),"One of the things that I think is important to think about is, is, OK, well, where does this take people who get this degree?"
1112,2025-08-18T15:45:15.555,2025-08-18T15:45:19.872,1.0,24,medium,question-answer pattern,"What kinds of, what kind of positions do they get? Where do they work and, and also what kind of salaries do they have?"
1113,2025-08-18T15:45:21.288,2025-08-18T15:45:22.972,0.5,14,medium,question-answer pattern,"If you look at these images on slide 3, what you'll see on the"
1114,2025-08-18T15:45:24.988,2025-08-18T15:45:36.672,2.25,51,high,long pause (2.0s),"left side is just the number of positions that are available in, in 4 of the, the larger areas, the metro areas in the state of New Mexico, um, one of the things that's super important to know is that it's not just the metro areas who need water utilities operators."
1115,2025-08-18T15:45:38.988,2025-08-18T15:46:07.172,5.0,105,high,long pause (2.3s),"The, the rural areas are absolutely desperate for them right now. In fact, we're in conversations right now with ENMU Riodoso to, to try and develop some sort of agreement so people from Lincoln County can get this sort of training. We're in conversations with Demming to see how we can arrange, uh, training for people who are already employed and can't take 2 years out to come get a degree? How can we help them move up, move up the, the sort of scales and, and we're also in an agreement with uh working with Donana County to get more operators into the rural"
1116,2025-08-18T15:46:09.188,2025-08-18T15:46:31.205,3.5,80,high,long pause (2.0s),"parts of of the county. The goal here is really to how do we increase capacity. There are simply not enough water utility operators, wastewater utility operators in the field to, to do the work that we really need done in for our daily lives. And if you take a look at the salaries, you'll see that that actually they make pretty good money. If they come out with a certificate or a degree from DACC, they're really prepared to"
1117,2025-08-18T15:46:33.522,2025-08-18T15:46:36.738,1.0,18,high,long pause (2.3s),"test at level 2, for, for utility operators, and you'll see that, that they're somewhere in the neighborhood"
1118,2025-08-18T15:46:39.488,2025-08-18T15:46:45.205,1.0,28,high,long pause (2.8s),"of, of $50,000 and then if they move up to level 3 and level 4, you can see that that they move into the 60 and 70 and"
1119,2025-08-18T15:46:47.522,2025-08-18T15:46:52.905,1.0,21,high,long pause (2.3s),"$80,000,000 range um, again, as I noted, these are for water and wastewall utility operators and other parts in other sectors"
